node_id,node_type,name,description,start_date,end_date,metadata
p165,Person,Eric Feldt,Commander Eric Feldt c.1940s,"(1899-01-03)3 January 1899Ingham, Queensland","12 March 1968(1968-03-12)(aged 69)New Farm, Queensland","{""Allegiance"": ""Australia"", ""Branch"": ""Royal Australian Navy"", ""Years of service"": ""1913–19221939–1945"", ""Rank"": ""Commander"", ""Commands"": ""Coastwatchers"", ""Battles / wars"": ""First World WarSecond World WarNew Guinea campaignGuadalcanal campaignSolomon Islands campaign"", ""Awards"": ""Officer of the Order of the British Empire""}"
p166,Person,William Sydney Marchant,,10 December 1894,1 February 1953(1953-02-01)(aged 58),"{""Preceded by"": ""Francis Noel Ashley"", ""Succeeded by"": ""Owen Cyril Noel""}"
p167,Person,Theodore S. Wilkinson,Theodore Wilkinson in 1944,"(1888-12-22)December 22, 1888Annapolis, Maryland, US","February 21, 1946(1946-02-21)(aged 57)Norfolk, Virginia, US","{""Nickname(s)"": ""\""Ping\"""", ""Place of burial"": ""Arlington National Cemetery"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Navy"", ""Years of service"": ""1905 – 1946"", ""Rank"": ""Vice admiral"", ""Battles / wars"": ""Veracruz, MexicoWorld War IWorld War II"", ""Awards"": ""Medal of HonorNavy Distinguished Service Medal(3)"", ""Relations"": ""James Wilkinson(great-grandfather)Theodore Stark Wilkinson(uncle)Ernest Wilkinson (father)Gulie Bustick Wilkinson (mother)Catherine Harlow (wife)Ann Harlow Wilkinson (daughter)Theodore Stark Wilkinson III (son)""}"
p168,Person,Alexander A. Vandegrift,18th Commandant of the Marine Corps (1944–1947),"(1887-03-13)March 13, 1887Charlottesville, Virginia, U.S.","May 8, 1973(1973-05-08)(aged 86)Bethesda, Maryland, U.S.","{""Birth name"": ""Alexander Archer Vandegrift"", ""Nickname(s)"": ""Archie[1]"", ""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Marine Corps"", ""Years of service"": ""1909–1949"", ""Rank"": ""General"", ""Commands"": ""Commandant of the Marine CorpsI Marine Amphibious Corps1st Marine Division"", ""Battles / wars"": ""Banana WarsOccupation of VeracruzNicaraguan InterventionHaitian InterventionWorld War IChinese Civil WarWorld War IIBattle of GuadalcanalBattle of Bougainville"", ""Awards"": ""Medal of HonorNavy CrossNavy Distinguished Service MedalKnight Commander of the Order of the British Empire(United Kingdom)Companion of the Order of the Bath(United Kingdom)Knight Grand Cross of the Order of Orange-Nassau(Netherlands)Grand Officer of the Legion of Honour(France)"", ""Spouse(s)"": ""Mildred Strode (m. 1909-1952)Kathryn Henson (m. 1953)"", ""Children"": ""Col. Alexander Vandegrift, Jr.""}"
p169,Person,Allen H. Turnage,Allen H. Turnage,"(1891-01-03)January 3, 1891Farmville, North Carolina, U.S.","October 22, 1971(1971-10-22)(aged 80)Bethesda, Maryland, U.S.","{""Allegiance"": ""United States"", ""Branch"": ""United States Marine Corps"", ""Years of service"": ""1913–1948"", ""Rank"": ""General"", ""Service number"": ""0-997"", ""Commands"": ""Machine Gun Battalion, 5th Marine Brigade1st Battalion, 5th MarinesCamp Lejeune3rd Marine DivisionAssistant Commandant of the Marine CorpsFleet Marine Force, Pacific"", ""Battles / wars"": ""Banana WarsWorld War IWorld War IIBattle of BougainvilleBattle of Guam (1944)"", ""Awards"": ""Navy CrossDistinguished Service MedalLegion of Merit""}"
p170,Person,Robert S. Beightler,,"(1892-03-21)March 21, 1892Marysville, Ohio, U.S.","February 12, 1978(1978-02-12)(aged 85)Worthington, Ohio, U.S.","{""Buried"": ""Oakdale Cemetery, Marysville, Ohio"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1911–1953"", ""Rank"": ""Major General"", ""Commands"": ""37th Infantry Division"", ""Battles / wars"": ""Border WarPancho Villa ExpeditionWorld War IWorld War IIOperation CartwheelBougainville campaignNew Georgia campaignPhilippines campaignBattle of ManilaBattle of BaguioOccupation of JapanKorean War"", ""Awards"": ""Distinguished Service CrossDistinguished Service MedalSilver StarPurple HeartLegion of MeritCombat Infantryman Badge"", ""Other work"": ""Engineer, owner of private engineering firm""}"
p171,Person,Oscar W. Griswold,,,,{}
p172,Person,Alan Ramsay,"Major General Alan Ramsay in New Britain, December 1944","(1895-03-12)12 March 1895Windsor, Victoria","19 September 1973(1973-09-19)(aged 78)Armadale, Victoria","{""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1915–1946"", ""Rank"": ""Major General"", ""Service number"": ""VX 27"", ""Commands"": ""11th Division(1945)5th Division(1944–45)Royal Artillery,II Corps(1943–44)9th DivisionalArtillery (1940–43)Medium Artillery,I Corps(1940)2/2nd Field Regiment(1939–40)4th DivisionalArtillery (1939)2nd Medium Artillery Brigade (1938–39)10th Field Artillery Brigade (1930–36)"", ""Battles / wars"": ""First World WarSinai and Palestine CampaignWestern FrontSecond World WarNorth African campaignSiege of TobrukSecond Battle of El AlameinOperation CartwheelNew Britain campaignBougainville Campaign"", ""Awards"": ""Knight BachelorCompanion of the Order of the BathCommander of the Order of the British EmpireDistinguished Service OrderMeritorious Service MedalEfficiency DecorationMentioned in dispatches(3)"", ""Other work"": ""Teacher, educationist""}"
p173,Person,William Bridgeford,Bridgeford in 1941 shortly after his involvement in the campaign in Greece,"(1894-07-28)28 July 1894Smeaton, Victoria","21 September 1971(1971-09-21)(aged 77)Kenmore, Queensland","{""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1913–1953"", ""Rank"": ""Lieutenant General"", ""Commands"": ""British Commonwealth Forces Korea(1951–53)Eastern Command (1951)3rd Infantry Division(1944–45)3rd Armoured Division(1943)25th Brigade(1940)"", ""Battles / wars"": ""First World WarBattle of FromellesBattle of Polygon WoodBattle of the Hindenburg LineSecond World WarBattle of GreeceNew Guinea CampaignBougainville campaignOccupation of JapanKorean War"", ""Awards"": ""Knight Commander of the Order of the British EmpireCompanion of the Order of the BathMilitary CrossMentioned in Despatches(4)War Cross(Greece)Legion of Merit(United States)"", ""Other work"": ""Olympics organiser""}"
p174,Person,H. E. Barrowclough,,,,{}
p175,Person,Robert Amos Row,,,,{}
p176,Person,Julian Cunningham,"Frank Pace, William E. Kepner and Julian W. Cunningham in Alaska, August 1951","(1893-05-01)May 1, 1893Blairsville, Pennsylvania, U.S.","August 22, 1972(1972-08-22)(aged 79)","{""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1917–1952"", ""Rank"": ""Major general"", ""Commands"": ""112th Cavalry Regiment"", ""Battles / wars"": ""World War II"", ""Awards"": ""Army Distinguished Service MedalLegion of MeritBronze Star MedalPurple Heart""}"
p177,Person,William H. Rupertus,"MajGen William H. Rupertus, author of the ""Rifleman's Creed""","(1889-11-14)November 14, 1889Washington, D.C., US","March 25, 1945(1945-03-25)(aged 55)Quantico, Virginia, US","{""Allegiance"": ""United States"", ""Branch"": ""District of Columbia National GuardUnited States Marine Corps"", ""Years of service"": ""1907–1910 (National Guard)1913–1945 (USMC)"", ""Rank"": ""Major general"", ""Unit"": ""4th Marine Regiment"", ""Commands"": ""1st Marine Division"", ""Battles / wars"": ""World War IBanana WarsOccupation of HaitiChinese Civil WarWorld War IISecond Sino-Japanese WarBattle of ShanghaiGuadalcanal campaignBattle of Tulagi and Gavutu-TanambogoOperation CartwheelNew Britain campaignBattle of Cape GloucesterMariana and Palau Islands campaignBattle of Peleliu"", ""Awards"": ""Navy CrossNavy Distinguished Service MedalArmy Distinguished Service Medal"", ""Relations"": ""Capt. Patrick Hill Rupertus USMC (son)""}"
p178,Person,Rapp Brush,Major General Rapp Brush,"(1889-11-07)November 7, 1889Fort D.A. Russell, Wyoming, US","March 6, 1958(1958-03-06)(aged 68)San Francisco, California, US","{""Nickname(s)"": ""\""Dash\"""", ""Buried"": ""San Francisco National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1911–1945"", ""Rank"": ""Major General"", ""Service number"": ""O-3031"", ""Unit"": ""Infantry Branch"", ""Commands"": ""40th Infantry Division22nd Infantry Brigade21st Infantry Regiment"", ""Battles / wars"": ""Philippine–American WarMoro RebellionBattle of Bud BagsakBorder WarPancho Villa ExpeditionWorld War IWorld War IIAttack on Pearl HarborNew Guinea campaignPhilippine campaignBattle of LuzonBattle of VisayasLiberation of Panay"", ""Awards"": ""Army Distinguished Service MedalSilver StarLegion of MeritBronze Star MedalAir Medal"", ""Relations"": ""BGDaniel H. Brush Jr.(father)Isaac Rapp(uncle)BGClarence Deems Jr.(brother-in-law)""}"
p179,Person,Horace Robertson,"Major General H.C.H. Robertson accepting the sword of Japanese Lieutenant GeneralHatazō Adachifollowing the Japanese surrender, 13 September 1945.","(1894-10-29)29 October 1894Warrnambool, Victoria","28 April 1960(1960-04-28)(aged 65)Heidelberg, Victoria","{""Nickname(s)"": ""\""Red Robbie\"""", ""Allegiance"": ""Australia"", ""Branch"": ""Australian Army"", ""Years of service"": ""1914–1954"", ""Rank"": ""Lieutenant General"", ""Service number"": ""VX20321"", ""Commands"": ""British Commonwealth Forces Korea(1951)British Commonwealth Occupation Force(1946–51)Southern Command (1946, 1953–54)First Australian Army(1945–46)6th Division(1945)5th Division(1945)Western Command (1944–45)III Corps(1944)2nd Division(1943–44)1st Armoured Division(1942–43)1st Cavalry Division(1942)19th Infantry Brigade(1940–41)7th Military District(1939–40)"", ""Battles / wars"": ""First World WarGallipoli CampaignSinai and Palestine CampaignSecond World WarWestern Desert CampaignNew Guinea CampaignNew Britain CampaignOccupation of JapanKorean War"", ""Awards"": ""Knight Commander of the Order of the British EmpireDistinguished Service OrderMentioned in Despatches(4)Officer of the Order of the Nile(Egypt)Chief Commander of the Legion of Merit(United States)Taegeuk Order of Military Merit(Korea)""}"
p180,Person,William C. Chase,"Major General William C. Chase, U.S. Army, observes ""Operation Portrex"" D-Day maneuvers on Vieques, Puerto Rico, 8 March 1950.","(1895-03-09)March 9, 1895Providence, Rhode Island, United States","August 21, 1986(1986-08-21)(aged 91)","{""Buried"": ""Fort Sam Houston National Cemetery,Texas, United States"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1916–1955"", ""Rank"": ""Major General"", ""Service number"": ""0-4739"", ""Unit"": ""Cavalry Branch"", ""Commands"": ""113th Cavalry Regiment1st Brigade,1st Cavalry Division1st Cavalry Division38th Infantry Division"", ""Battles / wars"": ""Pancho Villa ExpeditionWorld War IBattle of Saint-MihielMeuse-Argonne offensiveOccupation of the RhinelandWorld War IIOperation CartwheelAdmiralty Islands campaignPhilippines campaignBattle of LeyteBattle of LuzonBattle of BataanOccupation of JapanKorean War"", ""Awards"": ""Distinguished Service CrossArmy Distinguished Service Medal(2)Legion of MeritBronze Star(4)Commendation RibbonPurple Heart""}"
p181,Person,Frederick Moosbrugger,Frederick Moosbrugger as a Navy Captain,"(1900-10-09)October 9, 1900Philadelphia,Pennsylvania","October 1, 1974(1974-10-01)(aged 73)San Diego, California","{""Nickname(s)"": ""\""Moose\"""", ""Place of burial"": ""Fort Rosecrans National Cemetery(Plot OS-187)"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Navy"", ""Years of service"": ""1923–1956"", ""Rank"": ""Vice Admiral"", ""Unit"": ""USS Nevada (BB-36)USS Truxtun (DD-229)USS Brazos (AO-4)USS Houston (CA-30)USS Tennessee (BB-43)"", ""Commands"": ""USS McCall (DD-400)Destroyer Division 11Destroyer Division 12USS Springfield (CL-66)"", ""Battles / wars"": ""World War IIBattle of Vella GulfKorean War"", ""Awards"": ""Navy CrossNavy Distinguished Service MedalLegion of Merit""}"
p182,Person,Aaron S. Merrill,"Aaron S. Merrill and Captain W.D. Brown during operations in the Solomon Islands, December 23, 1943","(1890-03-26)March 26, 1890Brandon Hall,Washington, Mississippi, U.S.","February 28, 1961(1961-02-28)(aged 70)Natchez, Mississippi, U.S.","{""Nickname(s)"": ""Tip"", ""Buried"": ""Natchez City Cemetery, Natchez, Mississippi, U.S.31°33′N91°23′W﻿ / ﻿31.550°N 91.383°W﻿ /31.550; -91.383"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Navy"", ""Years of service"": ""1912–1947"", ""Rank"": ""Vice Admiral"", ""Commands"": ""USSHarvard(SP-209)USSElcano(PG-38)USSWilliamson(DD-244)USSPensacola(CA-24)Destroyer Division EightUSSIndiana(BB-58)Task Force 688th Naval DistrictGulf Sea Frontier"", ""Battles / wars"": ""World War IWorld War II"", ""Awards"": ""Navy CrossLegion of MeritOrder of the Crown(Belgium)Order of the Merit of Chile""}"
p183,Person,Walden L. Ainsworth,,"(1886-11-10)November 10, 1886Minneapolis, Minnesota","August 7, 1960(1960-08-07)(aged 73)Washington, D.C.","{""Nickname(s)"": ""\""Pug\"""", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Navy"", ""Years of service"": ""1910–1948"", ""Rank"": ""Vice Admiral"", ""Commands"": ""Destroyer Squadron 2USSMississippi\""Ainsworth Express\""5th Naval District"", ""Battles / wars"": ""Occupation of VeracruzWorld War IWorld War IIBattle of Kula GulfBattle of Guam"", ""Awards"": ""Navy CrossDistinguished Service MedalLegion of Merit(2)""}"
p184,Person,Thomas J. Ryan,,,,{}
p185,Person,Harry B. Liversedge,BGen Harry B. Liversedge,"(1894-09-21)September 21, 1894Volcano, California","November 25, 1951(1951-11-25)(aged 57)Bethesda, Maryland","{""Nickname(s)"": ""\""Harry the Horse\"""", ""Place of burial"": ""Pine Grove Cemetery, Amador County, California"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Marine Corps"", ""Years of service"": ""1917–1951"", ""Rank"": ""Brigadier general"", ""Commands"": ""2nd Battalion 8th Marines3rd Raider Battalion1st Marine Raider Regiment28th MarinesFleet Marine Force,GuamMarine Corps Reserve"", ""Battles / wars"": ""World War IBanana WarsHaiti interventionWorld War IIOperation CartwheelNew Georgia campaignBattle of Iwo Jima"", ""Awards"": ""Navy Cross(2)Bronze Star""}"
p186,Person,Millard F. Harmon,,"(1888-01-19)January 19, 1888Fort Mason,California,United States","February 26, 1945(1945-02-26)(aged 57)Marshall Islands","{""Nickname(s)"": ""\""Miff\"""", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Army Air Forces"", ""Years of service"": ""1912–1945"", ""Rank"": ""Lieutenant General"", ""Commands"": ""20th Pursuit Group5th Composite GroupSecond Air ForceAir Force Combat CommandUS Army Forces in the South Pacific AreaArmy Forces South Pacific AreaArmy Air Forces Pacific Area"", ""Battles / wars"": ""World War IWorld War IIPacific Campaign"", ""Awards"": ""Army Distinguished Service MedalNavy Distinguished Service MedalCroix de Guerre""}"
p187,Person,John H. Hester,Hutchison as a brigadier general,"(1886-09-11)11 September 1886Albany, Georgia, US","11 February 1976(1976-02-11)(aged 89)Atlanta, Georgia, US","{""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1908-1946"", ""Rank"": ""Major General"", ""Commands"": ""43rd Infantry Division"", ""Battles / wars"": ""Pancho Villa ExpeditionWorld War IWorld War IINew Georgia Campaign"", ""Awards"": ""Legion of Merit(2)""}"
p188,Person,Robert B. McClure,,"September 15, 1896Rome, Georgia, United States","September 15, 1973 (aged 77)","{""Buried"": ""Arlington National Cemetery,Virginia, United States"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1917–1954"", ""Rank"": ""Major General"", ""Service number"": ""0-6785"", ""Unit"": ""Infantry Branch"", ""Commands"": ""35th Infantry Regiment84th Infantry DivisionAmerical DivisionChinese Combat Command2nd Infantry Division6th Infantry Division"", ""Battles / wars"": ""World War IMeuse–Argonne offensiveChinese Civil WarWorld War IIGuadalcanal campaignOperation CartwheelNew Georgia campaignCapture of Vella LavellaBougainville campaignSecond Sino-Japanese WarChinese Civil WarOperation BeleaguerKorean WarBattle for Wonju"", ""Awards"": ""Distinguished Service CrossArmy Distinguished Service Medal(3)""}"
p189,Person,Franklin C. Sibert,"Major General Franklin C. Sibert (left), X Corps commander, confers with Major GeneralFrederick A. Irving, commander of the 24th Infantry Division, at a forward command post during the invasion of Leyte, Philippines, 1944.","(1891-01-03)January 3, 1891Bowling Green, Kentucky, United States","June 24, 1980(1980-06-24)(aged 89)Fort Walton Beach, Florida, United States","{""Buried"": ""Arlington National Cemetery, Virginia, United States"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1912–1946"", ""Rank"": ""Major General"", ""Service number"": ""0-3394"", ""Unit"": ""Infantry Branch"", ""Commands"": ""X Corps6th Infantry Division32nd Infantry Regiment"", ""Battles / wars"": ""World War IWorld War II"", ""Awards"": ""Army Distinguished Service MedalSilver StarLegion of Merit(2)"", ""Relations"": ""William L. Sibert(father)Edwin L. Sibert(brother)""}"
p190,Person,John R. Hodge,,"(1893-06-12)12 June 1893Golconda, Illinois","12 November 1963(1963-11-12)(aged 70)Washington, D.C.","{""Deputy"": ""Archibald V. ArnoldArcher L. LerchWilliam F. DeanCharles G. Helmick"", ""Preceded by"": ""Nobuyuki Abe(asGovernor-General of Korea)"", ""Succeeded by"": ""Syngman Rhee(asPresident of the Republic of Korea)"", ""Awards"": ""Army DSM(3)Navy DSMLegion of MeritAir MedalPurple Heart"", ""Allegiance"": ""United States"", ""Branch/service"": ""U.S. Army"", ""Years of service"": ""1917–1953"", ""Rank"": ""General"", ""Unit"": ""Infantry Branch"", ""Commands"": ""43rd Infantry DivisionAmerical DivisionXXIV CorpsV CorpsUS 3rd Army""}"
p191,Person,George C. Kenney,General George C. Kenney,"(1889-08-06)6 August 1889Yarmouth, Nova Scotia, Canada","9 August 1977(1977-08-09)(aged 88)Bay Harbor Islands, Florida, U.S.","{""Birth name"": ""George Churchill Kenney"", ""Place of burial"": ""Caballero Rivero Woodlawn Park North Cemetery and Mausoleum,Miami, Florida, U.S."", ""Allegiance"": ""United States of America"", ""Branch"": ""United States ArmyArmy Air ServiceArmy Air CorpsArmy Air ForcesUnited States Air Force"", ""Years of service"": ""1917–1947 (Army)1947–1951 (Air Force)"", ""Rank"": ""General"", ""Service number"": ""0–8940"", ""Commands"": ""Air UniversityStrategic Air CommandFar East Air ForcesFifth Air Force"", ""Battles / wars"": ""World War IBattle of Saint-MihielMeuse–Argonne offensiveOccupation of the RhinelandWorld War IINew Guinea campaignPhilippines campaign (1944–45)Borneo campaign (1945)Air raids on JapanOccupation of Japan"", ""Awards"": ""Distinguished Service Cross(2)Distinguished Service Medal(3)Silver StarLegion of MeritDistinguished Flying CrossPurple HeartKnight Commander of the Order of the British Empire(Australia)""}"
p192,Person,Government,,,,{}
p193,Person,Sergio Osmeña,,"Sergio Osmeña(1878-09-09)September 9, 1878Cebu,Cebu,Captaincy General of the Philippines,Spanish East Indies","October 19, 1961(1961-10-19)(aged 83)Quezon City, Philippines","{""Preceded by"": ""Position established"", ""Succeeded by"": ""Manuel L. Quezon"", ""President"": ""Manuel L. Quezon"", ""Political offices1904‍–‍1935"": ""Political offices1904‍–‍19352ndSenate President pro tempore of the PhilippinesIn officeOctober 27, 1922 – July 16, 1934Preceded byEspiridion GuancoSucceeded byJosé ClarínSenator of the Philippinesfrom the10thdistrictIn officeJune 6, 1922 – November 15, 1935Serving withCelestino Rodriguez(1922–1925)Pedro Rodriguez(1925–1931)Manuel Briones(1931–1935)Preceded byFilemon SottoSucceeded byPosition abolished1stSpeaker of the Philippine House of RepresentativesSpeaker of thePhilippine Assembly(1907–1916)In officeOctober 16, 1907 – June 6, 1922[1][g]Preceded byOffice createdSucceeded byManuel RoxasMember of thePhilippine House of RepresentativesfromCebu's2nddistrictMember of thePhilippine Assembly(1907–1916)In officeOctober 16, 1907 – June 6, 1922Preceded byOffice createdSucceeded byVicente Sotto3rdGovernor of CebuIn office1904 – October 16, 1907Preceded byJuan F. ClimacoSucceeded byDionisio A. Jakosalem"", ""Resting place"": ""Manila North Cemetery,Santa Cruz,Manila, Philippines"", ""Political party"": ""Nacionalista(1907–1961)"", ""Spouses"": ""Estefania Chiong Veloso​​(m.1901; died 1918)​Esperanza Limjap​(m.1920)​"", ""Children"": ""13, includingSergio Jr."", ""Alma mater"": ""Colegio de San Juan de Letran(AB)University of Santo Tomas(LL.B)"", ""Profession"": ""Lawyer,soldier"", ""Signature"": """", ""Allegiance"": ""First Philippine RepublicPhilippine Commonwealth"", ""Branch/service"": ""Philippine Revolutionary ArmyPhilippine Commonwealth Army"", ""Years of service"": ""1899–19001941–1945"", ""Rank"": ""Commander-in-Chief"", ""Traditional Chinese"": ""吳文釗"", ""Simplified Chinese"": ""吴文钊"", ""Transcriptions"": ""TranscriptionsStandard MandarinHanyu PinyinWú WénzhāoSouthern MinHokkienPOJGô͘ Bûn-chiau"", ""Hanyu Pinyin"": ""Wú Wénzhāo"", ""HokkienPOJ"": ""Gô͘ Bûn-chiau""}"
p194,Person,Ruperto Kangleón,,,,{}
p195,Person,Basilio J. Valdes,"Major General Basilio J. Valdes, Chief of Staff of the Philippine Army, 1944","Basilio José Segundo Pica Valdes(1892-06-10)June 10, 1892San Miguel, Manila,Captaincy General of the Philippines","January 26, 1970(1970-01-26)(aged 77)Manila, Philippines","{""President"": ""Manuel L. Quezon(1938-1944)Sergio Osmeña(1944-1945)"", ""Preceded by"": ""BGen. Clarence H. Bowers"", ""Succeeded by"": ""BGen.Guillermo B. Francisco"", ""Nickname"": ""Basil"", ""Allegiance"": ""France(1916–1917)United States(1917–1919)Philippines(1922–1945)"", ""Branch/service"": ""Philippine ConstabularyPhilippine Army"", ""Years of service"": ""1916–1945"", ""Rank"": ""Major General"", ""Commands"": ""Armed Forces of the Philippines""}"
p196,Person,Antonio Rodriguez,,,,{}
p197,Person,Thomas Kinkaid,Admiral Thomas C. Kinkaid,"(1888-04-03)3 April 1888Hanover, New Hampshire","17 November 1972(1972-11-17)(aged 84)Bethesda, Maryland","{""Birth name"": ""Thomas Cassin Kinkaid"", ""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States of America"", ""Branch"": ""United States Navy"", ""Years of service"": ""1908–1950"", ""Rank"": ""Admiral"", ""Commands"": ""Eastern Sea FrontierSixteenth FleetSeventh FleetUSSIndianapolisUSSIsherwood"", ""Battles / wars"": ""World War IBanana WarsDominican interventionGreco-Turkish WarWorld War IIBattle of the Coral SeaBattle of MidwayGuadalcanal campaignBattle of the Eastern SolomonsBattle of the Santa Cruz IslandsAleutian Islands campaignOperation CartwheelAdmiralty Islands campaignWestern New Guinea campaignPhilippines campaignBattle of Leyte GulfOperation Blacklist FortyChinese Civil WarOperation Beleaguer"", ""Awards"": ""Navy Distinguished Service Medal(3)Army Distinguished Service MedalLegion of MeritPhilippine Liberation MedalCompanion of the Order of the Bath(Australia)Grand Officer of theOrder of Orange-Nassau(Netherlands)Grand Cordon of the Order of Precious Tripod(China)Grand Officer of theOrder of Leopold(Belgium)Croix de Guerrewith Palm (Belgium)"", ""Relations"": ""Husband E. Kimmel(brother in law)Manning Kimmel(nephew)CommodoreJohn Cassinand his son CaptainStephen Cassin, distant relatives"", ""Other work"": ""National Security Training CommissionAmerican Battle Monuments Commission"", ""Signature"": """"}"
p198,Person,Chung Il-Kwon,정일권,"(1917-11-21)November 21, 1917Ussuriysk,Primorsky Krai,Russian SFSR","January 17, 1994(1994-01-17)(aged 76)Hawaii,United States","{""President"": ""Park Chung Hee"", ""Preceded by"": ""Choi Tu-son"", ""Succeeded by"": ""Baek Du-jin"", ""Occupation"": ""Politician, cabinet minister, South Korean prime minister"", ""Awards"": ""Honorary Grand Commander of theOrder of the Defender of the Realm(Malaysia)"", ""Allegiance"": ""ManchukuoSouth Korea"", ""Branch/service"": ""Manchukuo Imperial Army(1941–1945)Republic of Korea Army"", ""Years of service"": ""1941–1957"", ""Rank"": ""CaptainGeneral""}"
p199,Person,Shin Sung-Mo,신성모,"(1891-10-20)October 20, 1891Uiryeong,Gyeongsang Province,Joseon","May 29, 1960(1960-05-29)(aged 68)Seoul, South Korea","{""President"": ""Syngman Rhee"", ""Preceded by"": ""Lee Beom-seok"", ""Succeeded by"": ""Chang Myon"", ""Cause of death"": ""Cerebral hemorrhage"", ""Resting place"": ""Daejeon National Cemetery"", ""Hangul"": ""소창"", ""Hanja"": ""小滄"", ""RR"": ""Sochang"", ""MR"": ""Soch'ang""}"
p200,Person,George Stratemeyer,,"(1890-11-24)24 November 1890[1]Cincinnati, Ohio, U.S.[1]","9 August 1969(1969-08-09)(aged 78)Winter Park, Florida, U.S.","{""Buried"": ""United States Air Force Academy Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States ArmyUnited States Air Force"", ""Years of service"": ""1915–1952"", ""Rank"": ""Lieutenant General"", ""Commands"": ""Far East Air ForcesContinental Air CommandAir Defense CommandEastern Air Command,South East Asia Command7th Bomb Group"", ""Battles / wars"": ""World War IIKorean War"", ""Awards"": ""Distinguished Service CrossArmy Distinguished Service Medal(4)Distinguished Flying CrossAir Medal(2)""}"
p201,Person,Arthur Dewey Struble,"Vice Admiral Struble, USN","(1894-06-28)June 28, 1894Portland, Oregon, U.S.","May 1, 1983(1983-05-01)(aged 88)","{""Allegiance"": ""United States"", ""Branch"": ""United States Navy"", ""Years of service"": ""1915–1956"", ""Rank"": ""Admiral"", ""Commands"": ""Eastern Sea FrontierandAtlantic Reserve FleetFirst FleetSeventh FleetUSSTrenton(CL-11)"", ""Battles / wars"": ""World War IWorld War IIKorean War"", ""Awards"": ""Distinguished Service CrossNavy DSM(2)Army DSM""}"
p202,Person,Joseph S. Bradley,Bradley as a brigadier general,"(1900-06-09)9 June 1900Vancouver Barracks, Washington, U.S.","17 January 1961(1961-01-17)(aged 60)Washington, D.C., U.S.","{""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1918–1956"", ""Rank"": ""Major General"", ""Commands"": ""25th Infantry DivisionMarianas–Bonins Command126th Infantry,32nd Infantry Division127th Infantry, 32nd Infantry Division"", ""Battles / wars"": ""World War IWorld War IIKorean War"", ""Awards"": ""Distinguished Service Cross(2)Distinguished Service Medal(2)Silver Star Medal(4)Bronze Star Medal(2)Air Medal""}"
p203,Person,Edward M. Almond,,"December 12, 1892Luray, Virginia, United States","June 11, 1979 (aged 86)San Antonio, Texas, United States","{""Birth name"": ""Edward Mallory Almond"", ""Nickname(s)"": ""\""Ned\"""", ""Buried"": ""Arlington National Cemetery, Virginia, United States"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1916–1953"", ""Rank"": ""Lieutenant general"", ""Service number"": ""0-4666"", ""Unit"": ""Infantry Branch"", ""Commands"": ""12th Machine Gun Battalion3rd Battalion,45th Infantry Regiment92nd Infantry Division2nd Infantry DivisionX CorpsUnited States Army War College"", ""Battles / wars"": ""World War IWorld War IIKorean War"", ""Awards"": ""Distinguished Service Cross(2)Army Distinguished Service Medal(2)Silver Star(2)Purple HeartEulji Order of Military Merit(2)""}"
